,TaMin_2m,TaMax_2m,RHMin_2m,RHMax_2m,WndAveSpd_3m,Solar_2m_Avg,Rain_1m_Tot,hour,date
2023-07-10 13:00:00,30.09,31.55,43.25,51.37,4.6190500000000005,923.95,0.0,13,2023-07-10
2023-07-11 11:00:00,25.49,27.24,60.72,68.42,3.935,458.495,0.0,11,2023-07-11
2023-07-11 12:00:00,26.68,29.32,52.7,66.12,3.798783333333333,834.7766666666666,0.0,12,2023-07-11
2023-07-11 13:00:00,29.03,29.88,48.54,58.54,4.354299999999999,924.05,0.0,13,2023-07-11
2023-07-12 11:00:00,23.05,26.62,54.46,76.48,1.5689166666666667,798.2316666666667,0.0,11,2023-07-12
2023-07-12 12:00:00,26.29,28.36,39.34,63.21,2.7342999999999997,890.4833333333333,0.0,12,2023-07-12
2023-07-12 13:00:00,27.93,29.02,39.81,54.31,3.4118500000000003,935.2166666666667,0.0,13,2023-07-12
2023-07-13 11:00:00,18.95,22.89,63.27,88.2,1.6015000000000001,383.5345,3.556,11,2023-07-13
2023-07-13 12:00:00,20.29,23.14,62.24,84.5,2.511083333333333,382.7488333333333,1.27,12,2023-07-13
2023-07-13 13:00:00,22.33,26.99,56.23,77.02,2.315033333333333,763.0216666666668,0.0,13,2023-07-13
2023-07-14 11:00:00,16.32,19.39,82.6,95.4,1.24975,370.13649999999996,0.254,11,2023-07-14
2023-07-14 12:00:00,18.96,21.48,75.87,87.7,0.7944166666666667,515.8066666666667,0.0,12,2023-07-14
2023-07-14 13:00:00,21.14,23.29,67.06,82.7,1.11315,852.6116666666666,0.0,13,2023-07-14
2023-07-15 11:00:00,23.72,25.82,54.42,67.12,1.1160666666666665,695.2733333333333,0.0,11,2023-07-15
2023-07-15 12:00:00,25.4,27.14,43.1,61.69,1.2290833333333333,797.0783333333333,0.0,12,2023-07-15
2023-07-15 13:00:00,26.52,27.46,42.08,55.8,1.6292499999999999,839.3833333333333,0.0,13,2023-07-15
2023-07-16 11:00:00,22.46,25.56,51.3,70.58,2.0631833333333334,728.625,0.0,11,2023-07-16
2023-07-16 12:00:00,25.12,26.67,46.85,61.8,1.8951666666666669,844.6233333333333,0.0,12,2023-07-16
2023-07-16 13:00:00,26.01,27.19,46.65,59.83,1.9830166666666666,922.75,0.0,13,2023-07-16
2023-07-17 11:00:00,22.58,24.24,67.02,77.13,2.0741666666666667,755.3183333333333,0.0,11,2023-07-17
2023-07-17 12:00:00,23.57,25.64,64.71,74.07,2.2607333333333335,856.3166666666667,0.0,12,2023-07-17
2023-07-17 13:00:00,24.79,26.19,62.33,73.66,2.087216666666667,894.8,0.0,13,2023-07-17
2023-07-18 11:00:00,19.37,21.81,79.52,88.9,1.9231166666666666,485.14833333333337,0.0,11,2023-07-18
2023-07-18 12:00:00,21.37,24.14,73.47,85.3,1.3805,653.5406779661017,0.0,12,2023-07-18
2023-07-18 13:00:00,23.18,25.58,69.63,79.58,1.7335166666666666,797.33,0.0,13,2023-07-18
2023-07-19 11:00:00,22.14,25.23,78.41,92.6,1.5101666666666667,463.8833333333333,0.0,11,2023-07-19
2023-07-19 12:00:00,24.18,26.25,73.16,83.2,1.6154833333333334,725.17,0.0,12,2023-07-19
2023-07-19 13:00:00,25.71,26.98,70.2,81.1,1.0074166666666666,559.7816666666666,0.0,13,2023-07-19
2023-07-20 11:00:00,21.79,23.48,51.56,63.71,2.29785,570.1333333333333,0.0,11,2023-07-20
2023-07-20 12:00:00,22.53,23.86,49.3,60.59,1.1434833333333332,315.03499999999997,0.0,12,2023-07-20
2023-07-20 13:00:00,22.96,24.28,50.82,59.48,1.2610833333333333,391.6333333333333,0.0,13,2023-07-20
2023-07-21 11:00:00,20.88,22.72,60.08,77.2,2.2024833333333333,777.6383333333334,0.0,11,2023-07-21
2023-07-21 12:00:00,22.01,24.03,57.07,70.26,1.9150833333333332,876.58,0.0,12,2023-07-21
2023-07-21 13:00:00,23.27,24.54,52.46,65.52,1.72095,871.5833333333334,0.0,13,2023-07-21
2023-07-22 11:00:00,25.58,27.4,58.5,69.87,0.9700333333333333,672.6116666666666,0.0,11,2023-07-22
2023-07-22 12:00:00,27.17,30.45,39.19,64.04,0.7981,885.0766666666666,0.0,12,2023-07-22
2023-07-22 13:00:00,29.68,31.15,37.09,50.84,1.0896833333333333,905.1783333333333,0.0,13,2023-07-22
2023-07-23 11:00:00,26.53,29.76,55.15,67.84,1.1861333333333335,762.36,0.0,11,2023-07-23
2023-07-23 12:00:00,29.52,31.07,51.8,72.95,1.5939166666666666,858.2866666666666,0.0,12,2023-07-23
2023-07-23 13:00:00,29.6,31.17,60.89,73.66,1.96855,900.0,0.0,13,2023-07-23
2023-07-24 11:00:00,29.55,31.05,41.94,55.7,2.5521833333333332,763.455,0.0,11,2023-07-24
2023-07-24 12:00:00,30.36,32.05,46.08,58.59,1.8746166666666668,859.8,0.0,12,2023-07-24
2023-07-24 13:00:00,31.77,33.56,34.59,54.39,1.7962500000000001,905.4233333333334,0.0,13,2023-07-24
2023-07-25 11:00:00,26.7,29.19,65.73,76.36,1.3104166666666666,702.4616666666666,0.0,11,2023-07-25
2023-07-25 12:00:00,28.86,30.92,57.24,69.75,2.4983500000000003,838.4683333333334,0.0,12,2023-07-25
2023-07-25 13:00:00,30.36,33.47,50.27,65.07,2.8864333333333336,891.5333333333333,0.0,13,2023-07-25
2023-07-26 11:00:00,30.6,33.56,43.68,54.34,1.0865166666666668,749.17,0.0,11,2023-07-26
2023-07-26 12:00:00,33.08,34.8,37.9,53.04,1.9546166666666667,857.675,0.0,12,2023-07-26
2023-07-26 13:00:00,33.53,37.17,24.52,51.27,1.7497166666666668,850.9866666666666,0.0,13,2023-07-26
2023-07-27 11:00:00,30.61,34.27,32.57,49.95,2.2775000000000003,763.1583333333333,0.0,11,2023-07-27
2023-07-27 12:00:00,33.04,34.89,29.63,44.12,3.3177000000000003,857.2666666666667,0.0,12,2023-07-27
2023-07-27 13:00:00,33.66,35.36,31.35,46.93,2.8996833333333334,901.7666666666667,0.0,13,2023-07-27
2023-07-28 11:00:00,26.6,30.38,44.44,66.61,3.065366666666667,710.7533333333333,0.0,11,2023-07-28
2023-07-28 12:00:00,30.05,32.59,35.55,51.97,3.5979,823.135,0.0,12,2023-07-28
2023-07-28 13:00:00,31.87,33.61,34.12,44.8,3.9050000000000002,808.3349999999999,0.0,13,2023-07-28
2023-07-29 11:00:00,26.72,29.54,38.49,49.08,2.1800333333333333,759.3833333333333,0.0,11,2023-07-29
2023-07-29 12:00:00,28.4,30.69,35.59,53.05,1.7274,831.3783333333333,0.0,12,2023-07-29
2023-07-29 13:00:00,29.04,30.74,38.49,55.31,2.3075833333333335,885.2333333333333,0.0,13,2023-07-29
2023-07-30 11:00:00,26.49,28.81,60.56,72.04,2.3799166666666665,721.1133333333333,0.0,11,2023-07-30
2023-07-30 12:00:00,28.48,31.17,48.72,64.0,3.4127666666666667,821.48,0.0,12,2023-07-30
2023-07-30 13:00:00,30.46,33.23,38.58,52.24,3.6514666666666664,871.1166666666667,0.0,13,2023-07-30
2023-07-31 11:00:00,23.34,25.39,65.55,78.74,2.320266666666667,718.4533333333333,0.0,11,2023-07-31
2023-07-31 12:00:00,25.01,26.99,60.27,73.59,1.7708333333333333,833.3333333333334,0.0,12,2023-07-31
2023-07-31 13:00:00,26.14,28.06,59.45,69.32,1.9965000000000002,873.1833333333333,0.0,13,2023-07-31
2023-08-01 11:00:00,24.84,26.86,67.84,83.1,1.8083166666666666,527.0400000000001,0.0,11,2023-08-01
2023-08-01 12:00:00,25.86,28.08,59.32,70.48,2.73,717.035,0.0,12,2023-08-01
2023-08-01 13:00:00,26.89,29.57,46.8,64.42,2.619,826.575,0.0,13,2023-08-01
2023-08-02 11:00:00,25.9,29.2,50.73,61.38,1.6157666666666666,700.6833333333333,0.0,11,2023-08-02
2023-08-02 12:00:00,28.0,29.33,46.53,60.35,2.16095,811.9466666666667,0.0,12,2023-08-02
2023-08-02 13:00:00,28.14,30.93,45.75,56.26,2.5850333333333335,837.7633333333334,0.0,13,2023-08-02
2023-08-03 11:00:00,22.77,24.65,74.99,84.9,1.9728999999999999,577.6833333333333,0.0,11,2023-08-03
2023-08-03 12:00:00,23.99,26.1,64.02,81.5,2.1836333333333333,785.6733333333334,0.0,12,2023-08-03
2023-08-03 13:00:00,25.01,26.85,62.6,74.53,1.2606,485.34166666666664,0.0,13,2023-08-03
2023-08-04 11:00:00,24.5,26.43,56.42,71.3,2.6913666666666667,727.4233333333334,0.0,11,2023-08-04
2023-08-04 12:00:00,26.01,28.26,52.39,62.4,2.031616666666667,830.0566666666667,0.0,12,2023-08-04
2023-08-04 13:00:00,27.64,29.29,47.31,59.38,1.8070166666666667,771.44,0.0,13,2023-08-04
2023-08-05 11:00:00,24.38,26.1,57.33,69.65,3.261683333333333,737.995,0.0,11,2023-08-05
2023-08-05 12:00:00,25.77,27.57,50.03,65.65,4.122533333333333,839.8016666666666,0.0,12,2023-08-05
2023-08-05 13:00:00,26.9,28.18,46.85,56.76,4.822500000000001,854.7966666666667,0.0,13,2023-08-05
2023-08-06 11:00:00,20.43,21.53,61.69,67.17,5.699733333333333,522.0383333333333,0.0,11,2023-08-06
2023-08-06 12:00:00,20.57,22.79,55.93,66.69,5.583116666666667,594.885,0.0,12,2023-08-06
2023-08-06 13:00:00,22.06,23.91,53.39,63.23,5.638316666666666,762.825,22.2,13,2023-08-06
2023-08-07 11:00:00,19.3,20.72,69.78,80.9,1.3338666666666665,309.47166666666664,0.0,11,2023-08-07
2023-08-07 12:00:00,20.48,22.87,55.89,72.45,1.8469000000000002,456.47333333333336,0.0,12,2023-08-07
2023-08-07 13:00:00,21.21,22.63,55.56,69.62,1.7065833333333333,285.1666666666667,0.0,13,2023-08-07
2023-08-08 11:00:00,18.5,21.3,71.24,83.9,1.3054999999999999,732.7800000000001,0.0,11,2023-08-08
2023-08-08 12:00:00,21.02,22.72,66.78,78.78,1.7803499999999999,714.1133333333333,0.0,12,2023-08-08
2023-08-08 13:00:00,21.91,25.74,63.56,75.19,1.3249,691.5116666666667,0.0,13,2023-08-08
2023-08-09 11:00:00,21.54,23.61,60.01,77.77,1.3805833333333333,710.4216666666667,0.0,11,2023-08-09
2023-08-09 12:00:00,22.66,24.97,57.84,71.2,1.4917627118644068,878.0542372881356,0.0,12,2023-08-09
2023-08-09 13:00:00,23.87,26.09,55.57,68.04,1.2133,818.7633333333334,0.0,13,2023-08-09
2023-08-10 11:00:00,26.5,29.32,41.75,55.86,4.792133333333334,690.67,0.0,11,2023-08-10
2023-08-10 12:00:00,27.89,30.06,42.35,49.92,4.216733333333333,525.3133333333333,0.0,12,2023-08-10
2023-08-10 13:00:00,29.64,30.62,34.1,45.97,4.178583333333333,882.5966666666667,0.0,13,2023-08-10
2023-08-11 11:00:00,23.94,26.38,55.47,68.63,1.5740833333333335,728.15,0.0,11,2023-08-11
2023-08-11 12:00:00,25.91,29.29,47.75,62.23,1.2280833333333334,827.6366666666667,0.0,12,2023-08-11
2023-08-11 13:00:00,28.34,30.32,41.7,56.74,1.56875,861.895,0.0,13,2023-08-11
2023-08-12 11:00:00,24.57,26.38,40.03,50.38,2.7780666666666667,694.6933333333333,0.0,11,2023-08-12
2023-08-12 12:00:00,25.77,27.66,39.92,52.4,3.090533333333333,760.925,0.0,12,2023-08-12
2023-08-12 13:00:00,26.04,27.89,40.9,51.31,3.3247166666666668,650.4633333333334,0.0,13,2023-08-12
2023-08-13 11:00:00,20.72,22.38,65.31,72.72,3.3649333333333336,302.875,0.0,11,2023-08-13
2023-08-13 12:00:00,21.4,23.02,56.03,68.8,4.974533333333333,536.6616666666666,0.0,12,2023-08-13
2023-08-13 13:00:00,21.25,23.48,52.81,65.12,5.434616666666667,822.7516666666667,0.0,13,2023-08-13
2023-08-14 11:00:00,20.44,22.3,45.85,56.62,4.7887,733.6516666666666,0.0,11,2023-08-14
2023-08-14 12:00:00,21.45,23.2,41.96,50.96,4.7542,831.52,0.0,12,2023-08-14
2023-08-14 13:00:00,22.53,23.95,39.93,49.03,4.952733333333333,875.8416666666667,0.0,13,2023-08-14
2023-08-15 11:00:00,23.95,26.54,34.45,47.51,2.9992666666666663,735.1916666666667,0.0,11,2023-08-15
2023-08-15 12:00:00,26.16,28.41,29.54,41.48,2.8947333333333334,833.705,0.0,12,2023-08-15
2023-08-15 13:00:00,27.99,29.82,25.68,34.88,2.4959333333333333,879.65,0.0,13,2023-08-15
2023-08-16 11:00:00,28.19,31.22,40.76,50.87,2.6761333333333335,727.7683333333333,0.0,11,2023-08-16
2023-08-16 12:00:00,31.13,34.32,29.26,44.54,2.9851,825.9150000000001,0.0,12,2023-08-16
2023-08-16 13:00:00,33.66,35.74,29.32,36.59,3.3094333333333332,866.9833333333333,0.0,13,2023-08-16
2023-08-17 11:00:00,21.6,23.91,44.6,58.53,1.3821166666666664,635.7983333333334,0.0,11,2023-08-17
2023-08-17 12:00:00,23.24,24.97,42.02,51.12,1.2982,762.4733333333334,0.0,12,2023-08-17
2023-08-17 13:00:00,23.97,25.82,38.74,48.14,1.3895000000000002,823.4833333333333,0.0,13,2023-08-17
2023-08-18 11:00:00,25.14,27.91,52.26,57.85,7.0323,686.9016666666666,0.0,11,2023-08-18
2023-08-18 12:00:00,27.24,30.83,47.39,54.6,6.408283333333333,783.8283333333333,0.0,12,2023-08-18
2023-08-18 13:00:00,30.35,33.34,42.51,51.44,5.574983333333334,827.35,0.0,13,2023-08-18
2023-08-19 11:00:00,29.5,32.4,36.9,49.25,3.2916666666666665,702.4300000000001,0.0,11,2023-08-19
2023-08-19 12:00:00,31.87,33.89,34.56,44.7,2.8736666666666664,799.0166666666667,0.0,12,2023-08-19
2023-08-19 13:00:00,33.56,35.21,32.53,42.23,3.1336,839.2333333333333,0.0,13,2023-08-19
2023-08-20 11:00:00,24.85,27.8,68.62,77.42,1.9677666666666667,652.9633333333334,0.0,11,2023-08-20
2023-08-20 12:00:00,26.79,29.67,63.74,75.91,2.272366666666666,557.2900000000001,0.0,12,2023-08-20
2023-08-20 13:00:00,28.92,31.18,56.87,67.25,3.1768833333333335,764.2566666666667,0.0,13,2023-08-20
2023-08-21 11:00:00,32.18,34.56,28.78,35.79,5.87665,707.615,0.0,11,2023-08-21
2023-08-21 12:00:00,34.13,36.49,23.89,30.98,6.271483333333333,807.26,0.0,12,2023-08-21
2023-08-21 13:00:00,35.64,37.09,22.97,27.5,6.672483333333333,848.9333333333333,0.0,13,2023-08-21
2023-08-22 11:00:00,33.77,36.3,23.61,29.33,6.252533333333333,696.7616666666667,0.0,11,2023-08-22
2023-08-22 12:00:00,35.93,38.11,20.33,25.68,6.518866666666667,789.9583333333334,0.0,12,2023-08-22
2023-08-22 13:00:00,37.5,38.87,16.89,21.82,7.573316666666667,836.7833333333333,0.0,13,2023-08-22
2023-08-23 11:00:00,31.91,34.0,32.51,40.61,3.897383333333333,466.2633333333333,0.0,11,2023-08-23
2023-08-23 12:00:00,32.14,36.4,26.39,37.16,4.282216666666667,677.4,0.0,12,2023-08-23
2023-08-23 13:00:00,35.74,37.13,25.84,29.12,4.838583333333333,845.5666666666667,0.0,13,2023-08-23
2023-08-24 11:00:00,29.71,33.62,29.73,47.17,1.7824166666666668,684.2316666666667,0.0,11,2023-08-24
2023-08-24 12:00:00,32.52,35.39,24.52,42.26,3.3916666666666666,771.9416666666667,0.0,12,2023-08-24
2023-08-24 13:00:00,34.68,37.41,21.68,26.45,3.866233333333333,815.8166666666667,0.0,13,2023-08-24
2023-08-25 11:00:00,27.66,29.69,43.8,56.69,5.508833333333333,616.255,0.0,11,2023-08-25
2023-08-25 12:00:00,28.86,30.62,38.97,46.98,5.9014,732.6583333333333,0.0,12,2023-08-25
2023-08-25 13:00:00,29.39,31.19,34.07,43.12,6.965016666666667,737.5666666666667,0.0,13,2023-08-25
2023-08-26 11:00:00,20.48,22.58,52.41,61.53,2.5456166666666666,682.9783333333332,0.0,11,2023-08-26
2023-08-26 12:00:00,21.92,24.19,45.92,57.01,2.665233333333333,768.7466666666667,0.0,12,2023-08-26
2023-08-26 13:00:00,22.86,24.52,43.85,51.5,2.86785,822.7333333333333,0.0,13,2023-08-26
2023-08-27 11:00:00,23.53,26.5,42.67,53.16,3.1754166666666666,687.5433333333333,0.0,11,2023-08-27
2023-08-27 12:00:00,25.96,28.04,35.15,44.76,2.459366666666667,784.8766666666667,0.0,12,2023-08-27
2023-08-27 13:00:00,26.94,29.25,31.4,38.67,2.3954166666666667,827.7666666666667,0.0,13,2023-08-27
2023-08-28 11:00:00,21.62,22.43,66.5,72.42,2.0176166666666666,155.17666666666668,0.0,11,2023-08-28
2023-08-28 12:00:00,21.62,23.26,61.75,70.83,2.833183333333333,405.6566666666667,0.0,12,2023-08-28
2023-08-28 13:00:00,22.49,24.24,59.0,69.52,2.88465,558.63,0.0,13,2023-08-28
2023-08-29 11:00:00,23.92,27.81,34.62,54.72,2.2897666666666665,608.035,0.0,11,2023-08-29
2023-08-29 12:00:00,27.29,28.74,29.34,38.88,3.8322833333333333,708.1533333333333,0.0,12,2023-08-29
2023-08-29 13:00:00,28.22,29.91,27.04,34.37,3.7809833333333334,756.1316666666667,0.0,13,2023-08-29
2023-08-30 11:00:00,26.32,28.71,34.89,43.07,5.335083333333333,672.8383333333334,0.0,11,2023-08-30
2023-08-30 12:00:00,28.33,30.53,29.4,36.37,5.4086333333333325,770.5383333333334,0.0,12,2023-08-30
2023-08-30 13:00:00,29.63,31.69,24.4,32.11,5.235316666666667,813.4,0.0,13,2023-08-30
2023-08-31 11:00:00,24.76,27.34,41.28,48.08,5.39025,630.9566666666667,0.0,11,2023-08-31
2023-08-31 12:00:00,27.01,29.74,34.04,41.75,4.575866666666667,767.9833333333333,0.0,12,2023-08-31
2023-08-31 13:00:00,28.88,31.89,32.07,38.6,4.392533333333334,805.5983333333334,0.0,13,2023-08-31
2023-09-01 11:00:00,26.77,29.17,37.59,44.22,4.490399999999999,671.9833333333333,0.0,11,2023-09-01
2023-09-01 12:00:00,28.74,31.88,34.03,39.98,4.135666666666666,763.1316666666667,0.0,12,2023-09-01
2023-09-01 13:00:00,31.31,34.56,28.58,36.63,4.5925666666666665,804.1933333333333,0.0,13,2023-09-01
2023-09-02 11:00:00,30.5,33.63,20.81,26.97,3.5544333333333333,698.8183333333333,0.0,11,2023-09-02
2023-09-02 12:00:00,32.91,36.58,15.61,23.58,3.9328333333333334,764.035,0.0,12,2023-09-02
2023-09-02 13:00:00,36.16,38.25,12.83,17.77,5.7771833333333324,831.1516666666666,0.0,13,2023-09-02
2023-09-03 11:00:00,29.46,32.67,35.21,44.41,1.1273166666666665,658.5849999999999,0.0,11,2023-09-03
2023-09-03 12:00:00,32.24,36.13,24.59,36.18,1.0638166666666666,753.255,0.0,12,2023-09-03
2023-09-03 13:00:00,35.32,37.44,20.4,26.55,1.3477833333333333,794.91,0.0,13,2023-09-03
2023-09-04 11:00:00,27.47,30.24,27.48,34.01,2.78525,677.09,0.0,11,2023-09-04
2023-09-04 12:00:00,29.28,32.11,24.4,30.95,3.39705,756.5416666666666,0.0,12,2023-09-04
2023-09-04 13:00:00,31.64,34.27,22.91,27.37,4.567733333333334,789.3966666666668,0.0,13,2023-09-04
2023-09-05 11:00:00,19.97,21.81,50.84,59.67,6.311233333333333,602.8283333333333,0.0,11,2023-09-05
2023-09-05 12:00:00,20.63,22.19,49.32,54.32,6.566933333333334,487.2966666666667,0.0,12,2023-09-05
2023-09-05 13:00:00,20.01,22.05,49.69,56.05,6.628433333333334,391.48333333333335,0.0,13,2023-09-05
2023-09-06 11:00:00,16.26,20.58,40.12,63.27,1.1675166666666668,610.5066666666667,0.0,11,2023-09-06
2023-09-06 12:00:00,20.34,23.48,30.36,43.02,1.8294833333333334,710.1383333333334,0.0,12,2023-09-06
2023-09-06 13:00:00,23.15,24.8,26.24,35.36,2.0155166666666666,745.2533333333333,0.0,13,2023-09-06
2023-09-07 11:00:00,22.47,26.46,33.34,38.42,3.6144833333333333,613.94,0.0,11,2023-09-07
2023-09-07 12:00:00,25.99,28.66,33.06,37.25,5.2010499999999995,687.3283333333333,0.0,12,2023-09-07
2023-09-07 13:00:00,27.85,29.83,32.45,37.12,5.124016666666667,758.7816666666666,0.0,13,2023-09-07
2023-09-08 11:00:00,21.73,24.9,46.83,53.76,1.9126333333333332,634.6433333333333,0.0,11,2023-09-08
2023-09-08 12:00:00,24.55,26.76,39.69,48.49,2.1562833333333336,730.2916666666666,0.0,12,2023-09-08
2023-09-08 13:00:00,25.92,28.37,36.24,42.02,2.2158666666666664,772.8050000000001,0.0,13,2023-09-08
2023-09-09 11:00:00,24.99,28.29,48.61,54.91,6.510683333333334,623.255,0.0,11,2023-09-09
2023-09-09 12:00:00,27.86,30.54,35.02,50.1,6.229283333333333,718.8383333333334,0.0,12,2023-09-09
2023-09-09 13:00:00,30.06,31.98,28.49,35.35,6.21195,751.475,0.0,13,2023-09-09
2023-09-10 11:00:00,14.29,15.2,96.0,98.6,1.9384666666666668,19.248533333333334,16.51,11,2023-09-10
2023-09-10 12:00:00,14.68,15.34,95.9,98.8,3.4809833333333335,77.58933333333333,3.556,12,2023-09-10
2023-09-10 13:00:00,14.63,16.33,92.5,96.8,3.59505,161.94966666666667,2.032,13,2023-09-10
2023-09-11 11:00:00,14.91,16.35,71.56,81.5,1.7217166666666666,278.385,0.0,11,2023-09-11
2023-09-11 12:00:00,15.64,18.15,59.35,75.32,1.6484333333333334,477.3683333333333,0.0,12,2023-09-11
2023-09-11 13:00:00,17.49,19.68,51.34,63.81,2.1618333333333335,692.0733333333334,0.0,13,2023-09-11
2023-09-12 11:00:00,19.03,21.14,37.48,61.53,3.5151499999999998,653.035,0.0,11,2023-09-12
2023-09-12 12:00:00,20.77,22.3,35.13,40.85,3.8878166666666667,755.8966666666668,0.0,12,2023-09-12
2023-09-12 13:00:00,21.59,23.29,33.54,39.7,3.5228666666666664,795.0400000000001,0.0,13,2023-09-12
2023-09-13 11:00:00,19.5,21.62,41.16,54.12,4.0157,639.9683333333334,0.0,11,2023-09-13
2023-09-13 12:00:00,20.86,22.58,40.17,49.14,3.67705,737.435,0.0,12,2023-09-13
2023-09-13 13:00:00,21.63,23.67,39.76,46.56,3.51875,768.0483333333334,0.0,13,2023-09-13
2023-09-14 11:00:00,17.63,20.61,71.07,83.4,3.4379166666666667,475.7116666666667,0.0,11,2023-09-14
2023-09-14 12:00:00,20.11,22.16,59.78,73.91,4.4980166666666666,579.145,0.0,12,2023-09-14
2023-09-14 13:00:00,21.5,23.38,55.59,61.14,4.441933333333334,547.0966666666667,0.0,13,2023-09-14
2023-09-15 11:00:00,16.35,17.49,82.6,90.5,0.8003333333333333,241.05333333333334,0.0,11,2023-09-15
2023-09-15 12:00:00,17.15,19.17,75.06,86.1,1.0112833333333333,367.34833333333336,0.0,12,2023-09-15
2023-09-15 13:00:00,18.74,20.67,67.55,79.56,1.18425,547.8116666666666,0.0,13,2023-09-15
2023-09-16 11:00:00,18.67,22.14,48.27,59.92,2.8314333333333335,630.2733333333333,0.0,11,2023-09-16
2023-09-16 12:00:00,21.84,24.28,43.08,54.28,3.0128166666666667,723.3233333333334,0.0,12,2023-09-16
2023-09-16 13:00:00,23.76,25.99,30.97,47.98,3.5549666666666666,762.2333333333333,0.0,13,2023-09-16
2023-09-17 11:00:00,20.35,22.74,45.09,54.02,4.3100000000000005,630.235,0.0,11,2023-09-17
2023-09-17 12:00:00,22.4,24.99,41.59,48.42,4.316983050847457,721.6762711864407,0.0,12,2023-09-17
2023-09-17 13:00:00,24.24,26.46,35.3,43.21,4.450266666666667,758.8683333333333,0.0,13,2023-09-17
2023-09-18 11:00:00,21.24,26.32,30.43,46.88,2.1970666666666667,636.49,0.0,11,2023-09-18
2023-09-18 12:00:00,25.99,29.13,24.95,34.62,1.8054,727.2116666666666,0.0,12,2023-09-18
2023-09-18 13:00:00,28.37,31.52,15.58,29.68,2.485,727.51,0.0,13,2023-09-18
2023-09-19 11:00:00,20.82,23.02,42.65,52.43,1.7466666666666666,491.98833333333334,0.0,11,2023-09-19
2023-09-19 12:00:00,22.4,26.88,38.41,50.42,1.5045499999999998,720.3416666666667,0.0,12,2023-09-19
2023-09-19 13:00:00,26.68,29.82,28.76,41.25,1.2160333333333333,752.8316666666667,0.0,13,2023-09-19
2023-09-20 11:00:00,19.05,22.18,47.32,56.77,1.6768166666666666,609.5466666666667,0.0,11,2023-09-20
2023-09-20 12:00:00,21.75,26.78,36.31,50.25,0.78665,701.3483333333334,0.0,12,2023-09-20
2023-09-20 13:00:00,26.21,29.03,31.44,39.96,1.09485,735.1983333333334,0.0,13,2023-09-20
2023-09-21 11:00:00,19.52,21.81,79.05,87.3,2.4322,416.13666666666666,0.0,11,2023-09-21
2023-09-21 12:00:00,20.25,22.19,80.2,87.2,2.6258333333333335,481.23499999999996,0.0,12,2023-09-21
2023-09-21 13:00:00,20.97,22.63,78.45,86.3,2.907566666666667,623.5566666666667,0.0,13,2023-09-21
2023-09-22 11:00:00,14.25,15.94,88.3,95.5,1.39605,170.66,0.0,11,2023-09-22
2023-09-22 12:00:00,15.65,18.53,76.16,89.6,0.9517833333333333,345.2366666666667,0.0,12,2023-09-22
2023-09-22 13:00:00,18.43,20.96,66.5,79.99,1.51575,499.90833333333336,0.0,13,2023-09-22
2023-09-23 11:00:00,17.3,19.09,36.44,46.86,5.503333333333333,625.115,0.0,11,2023-09-23
2023-09-23 12:00:00,18.57,20.48,32.44,42.02,5.04695,712.6666666666666,0.0,12,2023-09-23
2023-09-23 13:00:00,20.01,21.34,31.19,37.1,5.065650000000001,745.98,0.0,13,2023-09-23
2023-09-24 11:00:00,18.95,20.72,50.13,56.44,4.313666666666666,604.0016666666667,0.0,11,2023-09-24
2023-09-24 12:00:00,20.44,23.21,43.32,53.37,3.766966666666667,694.0966666666667,0.0,12,2023-09-24
2023-09-24 13:00:00,22.49,24.24,35.74,47.95,4.27735,730.4416666666667,0.0,13,2023-09-24
2023-09-25 11:00:00,18.39,21.98,50.42,67.4,1.0460666666666667,606.4683333333334,0.0,11,2023-09-25
2023-09-25 12:00:00,21.55,24.52,42.67,56.07,1.4247166666666666,696.0,0.0,12,2023-09-25
2023-09-25 13:00:00,24.19,26.87,28.03,46.39,1.6010333333333333,727.7483333333333,0.0,13,2023-09-25
2023-09-26 11:00:00,18.76,21.43,56.45,68.24,1.81775,588.3,0.0,11,2023-09-26
2023-09-26 12:00:00,20.8,22.91,48.05,60.34,2.1945333333333332,675.9766666666667,0.0,12,2023-09-26
2023-09-26 13:00:00,22.11,23.86,43.72,50.89,2.5253,709.65,0.0,13,2023-09-26
2023-09-27 11:00:00,18.2,20.77,53.07,61.99,3.4926000000000004,583.8833333333333,0.0,11,2023-09-27
2023-09-27 12:00:00,20.11,22.83,48.83,56.79,3.671266666666667,671.91,0.0,12,2023-09-27
2023-09-27 13:00:00,22.02,24.33,45.78,52.04,3.9583333333333335,701.6883333333334,0.0,13,2023-09-27
2023-09-28 11:00:00,20.3,23.39,55.22,65.86,1.8017833333333333,582.2099999999999,0.0,11,2023-09-28
2023-09-28 12:00:00,22.2,26.55,43.68,62.96,1.9053,665.9116666666666,0.0,12,2023-09-28
2023-09-28 13:00:00,25.4,28.42,39.18,54.43,1.61035,697.6683333333333,0.0,13,2023-09-28
2023-09-29 11:00:00,18.73,20.77,62.54,70.9,3.6676833333333336,565.1483333333333,0.0,11,2023-09-29
2023-09-29 12:00:00,20.48,22.91,55.35,64.33,2.5638833333333335,650.6266666666667,0.0,12,2023-09-29
2023-09-29 13:00:00,22.25,24.33,50.82,57.85,2.50465,663.495,0.0,13,2023-09-29
